# logn beta gamma alpha delta logL logPrior
-7.183858569464964816e+00 4.390983945254583354e+00 1.025144083674753626e+00 -2.302936902112878048e+00 8.629148281842373702e-01 -1.028661911601665579e+01 0.000000000000000000e+00
-5.775634752224127588e+00 6.440014842322667299e+00 9.077954963570140645e-01 -1.082621105447845400e+00 6.672424977284551195e-01 -8.628751114061463667e+00 0.000000000000000000e+00
-1.004772810118397608e+01 4.267217934620880726e+00 4.269296453837900351e+00 -1.954357258384842977e+00 1.649196457156412166e+00 -7.343438889841511497e+00 0.000000000000000000e+00
-5.049738773195114661e+00 3.391543028616823108e+00 1.669309335374454584e+00 -6.706437018354108881e-01 1.963076787809095336e+00 -7.235372585135753098e+00 0.000000000000000000e+00
7.014659615306217955e-01 -1.282645418741943599e+00 2.311338138974226464e+00 1.344587141907696015e+00 -2.234639558721509545e-01 -6.923611059978827420e+00 0.000000000000000000e+00
-5.729551794647687935e+00 6.338135608924676312e+00 4.669562909600615264e+00 -2.687012508596223981e+00 -6.583027273090971687e-03 -6.847579130815387494e+00 0.000000000000000000e+00
5.391114465455665306e-01 -1.602844523398502918e+00 2.372698832424287030e+00 1.106767090019569633e+00 1.399541621138896130e-01 -6.727519912616892306e+00 0.000000000000000000e+00
-7.270383587056956642e+00 4.030629707144394835e+00 3.171444472250300350e+00 -2.038126571900077177e+00 9.293212211832598824e-01 -6.617197049141298137e+00 0.000000000000000000e+00
-2.682127955958827137e+00 -1.173379132040781814e+00 4.155249456738229874e+00 2.973640215963396116e+00 7.804529929053842519e-02 -6.596434126887462668e+00 0.000000000000000000e+00
-4.090504003715340064e-01 1.192354553002109130e+00 2.189329054126141205e+00 2.264072235192505556e+00 -1.902658566336418861e-02 -6.271652884016925888e+00 0.000000000000000000e+00
-2.957410528367379055e+00 -1.970113468216183827e+00 2.810224327835434632e+00 -5.391297899274730687e-01 6.782192245709607326e-01 -6.039901805969419613e+00 0.000000000000000000e+00
-2.381193430829337654e+00 4.684181125138190183e+00 3.434619974578699164e+00 2.676969237893434439e+00 1.849469198019198513e-01 -5.971497936241009441e+00 0.000000000000000000e+00
-1.983314215168542560e+00 -1.943082538149844218e+00 3.375080342175509784e+00 -6.307535692480281675e-01 2.185271327157501386e-01 -5.869695315303353311e+00 0.000000000000000000e+00
-3.197939412804793324e+00 2.727933796559210755e+00 1.580435678517863707e+00 2.528854511452154785e+00 1.978372593350729236e+00 -5.850918280749401568e+00 0.000000000000000000e+00
-3.441806552557605148e+00 5.229945781486247114e+00 2.380976248208469759e+00 5.413882603842032903e-01 -1.506608718833997718e-01 -5.800273949946564755e+00 0.000000000000000000e+00
-3.598528575725813639e+00 8.280512044356864720e-01 4.631260507873681043e+00 -6.876201917496868599e-02 9.962737194333836088e-01 -5.679529363210542137e+00 0.000000000000000000e+00
-3.503186893604681273e+00 -5.246990309523443807e-01 7.119298226369186189e-01 -9.318216670791816814e-01 1.529288554572643566e+00 -5.678621981199716728e+00 0.000000000000000000e+00
7.970532073553824315e-01 -1.775120304379224079e+00 4.377544907034731203e+00 -1.461153814157553299e+00 -8.199087244111405992e-01 -5.621040962288154752e+00 0.000000000000000000e+00
-3.051806041266061698e+00 3.532458364840069365e+00 1.468682135901113517e+00 2.286434908648865338e+00 -1.941780201710493758e-01 -5.543624908051027589e+00 0.000000000000000000e+00
-8.650209218915703158e-01 1.683401119897494302e+00 3.801473561441973903e+00 2.231874910008945445e+00 8.678815959591245077e-01 -5.534956498921831169e+00 0.000000000000000000e+00
-4.443865132075522695e+00 6.274865975997777845e+00 2.099390834829049979e+00 -1.201262781523466217e+00 -7.651816204027800383e-03 -5.519077555314199302e+00 0.000000000000000000e+00
-2.372648966409350635e+00 4.564910728023429343e+00 2.186870812659244656e+00 2.984598271865055441e+00 2.376423772114626687e-01 -5.451479353101610137e+00 0.000000000000000000e+00
-2.434415613066104989e+00 5.601773402852241901e+00 4.256209307396770392e+00 -9.439502260510634901e-02 1.722045512622010499e-01 -5.422037476889090435e+00 0.000000000000000000e+00
-6.196382592715815818e+00 2.649767755195296726e+00 1.200382058587964984e+00 -1.957274131094825620e+00 1.515160329401590511e+00 -5.419031026227548509e+00 0.000000000000000000e+00
-3.217020000836963156e+00 -3.048059322729503862e-01 1.307959115757493906e+00 -1.069617641386478191e+00 1.272266178785200319e+00 -5.362617248193775055e+00 0.000000000000000000e+00
-2.463570058578888666e+00 6.687024319724148569e-01 2.379658179196078471e+00 2.022083029716091218e+00 1.336026676823935277e+00 -5.343811965384661633e+00 0.000000000000000000e+00
-6.301219470815358825e+00 2.820808730838077150e+00 2.542719951897334685e+00 -1.959959257422763335e+00 1.444998147397935639e+00 -5.337208678417896479e+00 0.000000000000000000e+00
-2.269819707428489153e+00 1.584954289050078735e+00 4.931971925772002052e+00 -6.655605388688067281e-01 3.896497830216377745e-02 -5.257597401440673224e+00 0.000000000000000000e+00
-1.720419334600221672e+00 -2.870701104703428652e-01 1.289838076057383986e+00 1.073483595714879169e+00 2.567442188058690622e-01 -5.214757623777749096e+00 0.000000000000000000e+00
-2.223845332744678771e+00 2.458188983883475842e+00 3.544288413687595174e-01 2.189059455554770217e+00 1.041047406832258160e+00 -5.206269465679170594e+00 0.000000000000000000e+00
-1.808853967958593767e+00 -1.516612353712126326e+00 3.870403329796762382e+00 1.764235583817693187e-01 1.599032394407510660e+00 -5.201041461248155251e+00 0.000000000000000000e+00
-1.316363023365649809e-01 -1.929577447179638527e+00 3.876057246763820352e+00 1.982478907967641701e+00 1.408923816446343125e+00 -5.198286996836588791e+00 0.000000000000000000e+00
-4.749724617516564606e+00 5.295531048583427491e+00 3.172839898952679150e+00 1.421544103599905462e+00 1.924898046114138506e+00 -5.190359820269140556e+00 0.000000000000000000e+00
-8.765932998894153394e-02 -5.195992003256499903e-01 3.361573146064565920e-01 9.513047776250640464e-01 1.041456269300097714e+00 -5.121908310192504032e+00 0.000000000000000000e+00
-4.196805392577392269e+00 2.692169916553891706e+00 1.467062573824048144e+00 -2.910870588027254513e+00 6.186949300743396218e-01 -5.079805425515618644e+00 0.000000000000000000e+00
-2.795329673853467423e+00 1.599870302138121314e+00 2.357651761467331131e+00 1.345245719825976405e+00 1.463112192557389779e+00 -5.077625435941943266e+00 0.000000000000000000e+00
-1.593749816226911920e+00 3.615884974561708987e+00 2.055510614151792481e+00 2.343526596703906062e+00 1.581143785026556836e+00 -5.076567482187394731e+00 0.000000000000000000e+00
2.348542677505520704e-01 -4.045019999245060838e-01 1.201111602790096544e+00 5.794845579471130659e-01 2.468428106239433095e-01 -5.076152747806100152e+00 0.000000000000000000e+00
-3.978675003838593849e+00 2.772827160693222215e+00 2.838728800732783331e+00 1.139096919972025779e-01 1.032525249491170971e+00 -5.070138759980682863e+00 0.000000000000000000e+00
-6.014982496740761242e+00 6.954551234559811057e+00 4.589443352364753537e+00 2.647123654267979020e+00 1.728734013729781305e+00 -5.063799746793343992e+00 0.000000000000000000e+00
-7.499135541784747616e+00 5.829237725035544493e+00 4.619279136448314560e+00 -5.044365397756883640e-01 1.466336402310813192e+00 -4.998550548550044326e+00 0.000000000000000000e+00
-7.846029966048534421e-01 3.327067269912032277e+00 2.829814066116659976e+00 1.845755729780610421e+00 -5.521296478581249056e-01 -4.990591592949439104e+00 0.000000000000000000e+00
-1.935418697855564307e+00 1.702158462551865981e-01 2.499996202638870457e+00 1.936397787535809378e+00 -2.022021059508923302e-01 -4.987163470006784394e+00 0.000000000000000000e+00
-2.338207913768324708e+00 6.937746800200490505e+00 4.572079265794974923e+00 -2.978280614954898375e+00 -8.232028000373864396e-01 -4.951839600649193152e+00 0.000000000000000000e+00
