# logn beta gamma alpha delta logL logPrior
-2.284348391574196224e+00 1.220547081204381046e+00 2.770246525430542839e+00 -1.892157923678680742e+00 5.108246178939457316e-03 -9.407869791735759435e+00 0.000000000000000000e+00
-3.395809255281172501e+00 1.653422097891559250e+00 4.191909456467614703e+00 -3.001000384846943536e-01 1.537161292666609613e+00 -8.758053215500355648e+00 0.000000000000000000e+00
-2.172195348341671828e+00 -5.673939610483922369e-01 2.563185424448005012e+00 -2.776492919647373991e+00 2.937986516708835372e-01 -8.008686873399144091e+00 0.000000000000000000e+00
-9.078489543782174209e+00 6.414631502618008518e+00 1.759534847976634175e+00 -2.887832299949522508e+00 9.029629068418414395e-01 -7.474941111555589934e+00 0.000000000000000000e+00
-7.225725109094120135e+00 6.712254039306780662e+00 4.807876981353737200e+00 -8.272657683066825252e-02 2.293623465374917458e+00 -7.131450326867728506e+00 0.000000000000000000e+00
-6.166991644260845895e+00 -8.283941075263245857e-02 3.363059870748762670e+00 -2.456465039375437254e+00 9.690698524090773924e-01 -6.771423773319060757e+00 0.000000000000000000e+00
-8.415549602863443113e+00 2.828069496182652909e+00 6.445609385109821732e-01 -1.260814296575971660e+00 2.710639427996735407e+00 -6.697972224843404376e+00 0.000000000000000000e+00
-6.792633057919806205e+00 4.975812346985759582e+00 3.226550593396734445e+00 -9.355210395674082857e-01 1.776919423820875865e+00 -6.454163418977606703e+00 0.000000000000000000e+00
-9.860796712936878095e+00 -6.921350008225392036e-01 3.657279409068715514e-01 -1.767165142073743533e+00 2.477314539710886887e+00 -6.342812378758464043e+00 0.000000000000000000e+00
-8.995767246855901345e-01 4.366431066536975436e+00 4.922031883478783953e+00 -9.954121441007802717e-01 -8.720829794284610248e-01 -6.154438235764201792e+00 0.000000000000000000e+00
-3.051899495997731915e+00 -5.857804790309746323e-01 3.232407409660215336e+00 -2.876287318579967334e+00 4.428396603001117926e-01 -5.987284951024107293e+00 0.000000000000000000e+00
-7.177645333604950828e+00 3.140589484126331765e+00 4.006977033893913465e+00 -1.348893392155652293e+00 1.498344509110421052e+00 -5.944000341116699282e+00 0.000000000000000000e+00
-3.891848772145759527e-01 -1.747276620940378278e+00 3.140164581797754373e+00 -2.904665176603528298e+00 -1.115501147416866901e-01 -5.872087503902275074e+00 0.000000000000000000e+00
-9.082241902806913458e+00 2.181357925924813923e+00 4.990730931477537879e+00 -2.984295003661631807e+00 1.282527460980237510e+00 -5.678604287619398505e+00 0.000000000000000000e+00
-4.899635070161325601e+00 2.593203467077672020e+00 3.861174507623050367e+00 -8.563078959141516844e-01 1.546114846355986394e+00 -5.672647522965642786e+00 0.000000000000000000e+00
-6.909631602779223947e+00 2.365085274290871453e+00 2.579190952553611638e+00 -2.466894802017336019e+00 1.009395084549167043e+00 -5.578017607296477109e+00 0.000000000000000000e+00
-1.179822290766165871e+01 1.551336740586872764e-01 4.204116687140895259e+00 -2.984758039110098071e+00 2.002058914703563897e+00 -5.533720202828092738e+00 0.000000000000000000e+00
-5.823655820718264681e-02 1.894192102798428312e+00 3.421633649923638387e+00 -3.287913659160177637e-01 -2.625542167655562364e-01 -5.378041879419061644e+00 0.000000000000000000e+00
-2.017036938623068654e+00 1.729861080408813701e+00 1.591749308766289506e+00 -2.462710488657911867e+00 -8.989290912265623934e-02 -5.328790668071910375e+00 0.000000000000000000e+00
-1.214411499704430630e+00 -1.971724678887360138e+00 2.147555391030796290e+00 -1.245685519879880188e+00 1.074746437836920920e-03 -5.290813433822075140e+00 0.000000000000000000e+00
-7.880383194975456362e+00 6.471409791888236285e+00 2.067158141660756510e+00 -1.190575704195955264e+00 1.710378331351779302e+00 -5.282875605290209720e+00 0.000000000000000000e+00
-1.500063285387756906e+00 3.577660462946028908e+00 4.115052389770990970e+00 -5.705128428575028110e-01 -4.831627170497498902e-01 -5.235389034795005614e+00 0.000000000000000000e+00
-3.858217712665052979e+00 -1.176014555597599376e+00 3.545696811261003667e+00 -2.375491503700940310e+00 4.916127959123813285e-01 -5.225714674309604568e+00 0.000000000000000000e+00
-3.530656516428503533e+00 4.696262881178104642e+00 2.845778338583042633e+00 -1.649157750843917858e-01 2.945020292023307062e-01 -5.182731612971072543e+00 0.000000000000000000e+00
-4.445638079194634606e+00 1.650395874132676743e+00 7.511637061020002282e-01 -6.388431921102321054e-01 1.343653575480137086e+00 -5.169479582611024249e+00 0.000000000000000000e+00
-6.001567560975843207e+00 -6.200257743719278514e-01 2.935624322062290403e+00 -8.651393961515372322e-01 2.325332616174406120e+00 -5.150989352941058641e+00 0.000000000000000000e+00
-8.467585614041697184e+00 4.096803622049218774e+00 3.732524550163028199e+00 -2.327074224689481774e+00 1.517815484306360041e+00 -5.117636898748940233e+00 0.000000000000000000e+00
-1.408756564209292961e+00 1.636308047408546296e+00 3.629926987477895661e+00 -1.436322251793246352e+00 -1.977110758252912381e-01 -5.111494690580005162e+00 0.000000000000000000e+00
-1.125351205457837267e+01 5.129405773949220482e+00 1.352294237847246450e+00 -2.067567913705430804e+00 2.098834964641832723e+00 -5.034025234362235146e+00 0.000000000000000000e+00
-5.588367075199863088e+00 3.998590020147927859e+00 2.220143323695948467e+00 -1.446193641958873011e+00 1.241983302294079161e+00 -5.001112481762189255e+00 0.000000000000000000e+00
-7.712531646338971925e+00 -1.883466155997028935e-01 2.189572520056371374e+00 -2.219278843811463453e+00 1.499064934278243166e+00 -4.994648040470978323e+00 0.000000000000000000e+00
-1.280550322969345123e+00 6.604552068004582166e-01 4.732970597982705918e+00 -1.841530840751375298e+00 1.331556353747528343e-01 -4.971019493103590037e+00 0.000000000000000000e+00
-6.649991433119192275e-01 3.915628454199131525e+00 3.615410380554044956e+00 -2.060649177701842749e+00 -7.057981648364433092e-01 -4.937808489286725333e+00 0.000000000000000000e+00
-3.297571360608583024e+00 1.264943839666770709e+00 1.251383213591767962e+00 -5.667792622278892134e-01 8.531897919405183606e-01 -4.905651913965539457e+00 0.000000000000000000e+00
-3.293072169300618413e+00 -1.787828927316468253e-01 4.452983097208976560e+00 -1.061074651158233628e+00 6.838586775352760716e-01 -4.900109793618469212e+00 0.000000000000000000e+00
-1.606308146114975299e+00 6.682995677525189748e+00 2.271208592707609775e+00 -2.404385767728222323e+00 -5.365173687793310942e-01 -4.878973592565897910e+00 0.000000000000000000e+00
2.418130030883024750e-01 -2.497015935739497483e-01 3.889838991558765002e+00 -6.083935881250166489e-01 -1.679248998200539855e-01 -4.863198653823647355e+00 0.000000000000000000e+00
5.392937591588582436e-01 6.883656404693208941e+00 1.039831094405708312e+00 -1.954559541160957314e+00 -9.551704974266665982e-01 -4.815409572670771077e+00 0.000000000000000000e+00
-5.761169649188259356e+00 2.220489043590288869e+00 3.580584234533718213e+00 -6.879556674174251985e-01 1.619767569393877116e+00 -4.804313913882696241e+00 0.000000000000000000e+00
-4.601787126267886663e+00 6.661642944801363875e+00 8.223038750959934529e-01 -1.479587065315328687e+00 7.378606268914682520e-01 -4.801572337371332821e+00 0.000000000000000000e+00
-1.249131354578744713e+01 3.575963886601080333e+00 4.018980743327611016e+00 -1.597825646591608750e+00 2.931934718034193033e+00 -4.800352193149295843e+00 0.000000000000000000e+00
8.276263038856228604e-01 3.744470222583966112e+00 3.501926506833171193e-01 -2.806427406520571211e+00 -4.507344975195134995e-01 -4.789855161154298102e+00 0.000000000000000000e+00
-9.974718222044046456e+00 1.203682951615121066e+00 3.116146402651240876e-01 -2.540532507036876275e+00 1.946848504089033316e+00 -4.764565398716238853e+00 0.000000000000000000e+00
-1.719382891944174707e+00 3.634858878820021566e+00 5.702520862059621276e-01 -8.820948546984784810e-01 1.942625641440826056e-02 -4.728576584344008182e+00 0.000000000000000000e+00
-3.477440067211612362e+00 5.767293518481333869e+00 2.966134965816098479e+00 -1.655896738925175526e+00 -1.871103534968559801e-01 -4.717709498641236898e+00 0.000000000000000000e+00
-9.004042999174359352e+00 6.469218494871371128e+00 4.666938557545170951e+00 -5.235992412735458457e-01 2.125857471945404420e+00 -4.694488068248103829e+00 0.000000000000000000e+00
-5.898675285882884367e+00 2.027343996990938368e+00 3.212451780705270821e+00 -1.084097312317225503e+00 1.827934453251997438e+00 -4.672469328035542269e+00 0.000000000000000000e+00
-1.272622673075843203e+01 -2.608976537879764135e-01 1.682583182228603258e+00 -2.937622481723746404e+00 2.516620491782511682e+00 -4.639617877706391447e+00 0.000000000000000000e+00
-3.886088978911116598e+00 1.305578960883536421e+00 2.455428706655521154e+00 -2.569645647679374090e+00 6.104415807883776246e-01 -4.624242006768770175e+00 0.000000000000000000e+00
-5.615446050623181584e+00 -1.905387077198865686e+00 1.758429918742996589e+00 -1.585112204956734105e+00 1.661712285376459208e+00 -4.624178591532326799e+00 0.000000000000000000e+00
1.993075414318555172e+00 2.685070360559194125e+00 2.213407382912192745e+00 -1.610808265034514353e+00 -9.767442263801177083e-01 -4.622201451868723332e+00 0.000000000000000000e+00
-6.517822561245182555e+00 3.750708562989792050e+00 1.283937470735083464e+00 -7.917885475415452623e-01 1.761645328237726460e+00 -4.601388711796613684e+00 0.000000000000000000e+00
-8.950714926541092353e-01 2.801224376744240629e+00 3.170495024641935444e+00 -1.491722459179275706e+00 -1.402196837142908326e-01 -4.555874318231595055e+00 0.000000000000000000e+00
2.273942081061136378e+00 -4.020079360484376529e-01 2.124958839344414319e+00 -2.061304060223303480e+00 -7.855880038126078491e-01 -4.510350745195693456e+00 0.000000000000000000e+00
-1.386036744682673572e+01 4.752757648794887491e-01 1.902131796683146803e+00 -2.525542729466716541e+00 2.798462732551662668e+00 -4.505086507415577479e+00 0.000000000000000000e+00
-1.116630459073703996e+01 1.785116026288473323e+00 8.674375576016922773e-01 -2.412528352510379559e+00 2.214111046479837697e+00 -4.463346531769018632e+00 0.000000000000000000e+00
-6.030294355598645240e+00 2.133442148966422369e+00 1.042745753142954923e+00 -3.286356378079699492e-01 2.294073704949883830e+00 -4.451896068835118569e+00 0.000000000000000000e+00
-1.927520848136542453e-01 -8.160721322677927381e-01 4.397386023499908703e+00 -6.758324580458618946e-01 -4.136374863292413551e-01 -4.426578273176726697e+00 0.000000000000000000e+00
-8.361829193320907905e+00 3.758297377398268913e-02 4.831907750280450387e+00 -1.349626471746183221e+00 2.256019351972476272e+00 -4.417737758287019645e+00 0.000000000000000000e+00
-3.243401843309174026e+00 -1.499395579349908525e+00 3.244332089571896116e+00 -1.535554173647539322e+00 9.221268267398303742e-01 -4.408930707648067937e+00 0.000000000000000000e+00
1.541275182332881855e-01 8.990579224437449390e-01 6.482478826777929859e-01 -2.929629720836466333e-01 -7.559105378851094237e-02 -4.385319810725191836e+00 0.000000000000000000e+00
-4.148788828928299033e+00 5.628040419762966984e+00 4.946758026949876097e+00 -1.762089644548196166e+00 2.825398452277995687e-01 -4.362873025175879604e+00 0.000000000000000000e+00
-8.229630712093177536e+00 -9.178822496080820681e-01 5.064694292333822290e-01 -1.163693501219430937e+00 2.913610956506304639e+00 -4.356275306838370831e+00 0.000000000000000000e+00
-5.866821662108343993e+00 1.653756532223257913e+00 1.908864931480405147e+00 -3.840322717550512799e-01 2.638243298469660214e+00 -4.347637655718620486e+00 0.000000000000000000e+00
-1.114265534424608717e+01 6.774003323597909798e+00 2.854516231200886267e+00 -2.408944978477365328e+00 1.485602442336273699e+00 -4.336685073592164485e+00 0.000000000000000000e+00
-1.353964040176174777e+00 2.056309071591859716e+00 3.499593019503857150e-01 -1.699685464408165592e+00 -3.013018043445991889e-02 -4.316625539260311228e+00 0.000000000000000000e+00
-4.109686413515619030e+00 -6.071711422056876861e-01 2.811923883317953177e+00 -2.879812184155340571e+00 6.571195430561631579e-01 -4.316489018255010635e+00 0.000000000000000000e+00
-4.659478641816929390e+00 2.357544983686978401e+00 4.789972933269179833e+00 -2.614309015343645015e+00 4.153213144194230488e-01 -4.295790180299200678e+00 0.000000000000000000e+00
-3.071301672022308971e+00 6.996779413422339999e+00 1.178109868305094343e+00 -1.870625955952276653e+00 -3.175493057202786740e-01 -4.283318604081567393e+00 0.000000000000000000e+00
-8.576369296472465820e+00 -8.868782216033934684e-01 1.741649517357806820e+00 -1.263304612633408874e+00 2.493127021575816116e+00 -4.264876809651021006e+00 0.000000000000000000e+00
-7.575833085056226324e+00 2.621046977417043511e+00 6.733574841901943664e-01 -1.247626245858513450e+00 2.398523816005568410e+00 -4.261163859278649824e+00 0.000000000000000000e+00
-1.305525568487055699e+00 6.958093857803858917e+00 6.489392961683932981e-01 -8.401004021431182078e-01 -6.460423144434312981e-01 -4.255835629808565557e+00 0.000000000000000000e+00
-9.559886696391213690e+00 1.699459334581368664e+00 2.193088462216848278e+00 -2.291575617132543652e+00 2.098253442597845186e+00 -4.249868011234415377e+00 0.000000000000000000e+00
-1.269576042189559661e+00 -7.709997623911915010e-01 2.740932143143243849e+00 -1.632401898096764503e+00 2.532566277549212486e-01 -4.239052263448530589e+00 0.000000000000000000e+00
