-13.725504 -13.865211 -14.016568 -14.169919 -14.319958 -14.465638 -14.608442 -14.750236 -14.892178 -15.034713 -15.177891 -15.321607 -15.465721 -15.610107 -15.754672
-13.758994 -13.903299 -14.045041 -14.186355 -14.328233 -14.470899 -14.614259 -14.758138 -14.902374 -15.046845 -15.191464 -15.336175 -15.480943 -15.625746 -15.770570
-13.757382 -13.900757 -14.044654 -14.188905 -14.333385 -14.478010 -14.622725 -14.767495 -14.912299 -15.057123 -15.201961 -15.346806 -15.491656 -15.636508 -15.781363
-13.690688 -13.833819 -13.975288 -14.116780 -14.258946 -14.401861 -14.545396 -14.689386 -14.833689 -14.978199 -15.122842 -15.267568 -15.412344 -15.557152 -15.701979
-13.762940 -13.873424 -14.008209 -14.156263 -14.308222 -14.458307 -14.604684 -14.748165 -14.890340 -15.032398 -15.174898 -15.317978 -15.461586 -15.605607 -15.749925
-13.661812 -13.759166 -13.887349 -14.034126 -14.187821 -14.340209 -14.488043 -14.631959 -14.773968 -14.915683 -15.057880 -15.200751 -15.344225 -15.488161 -15.632424
-14.182591 -14.143237 -14.156051 -14.218068 -14.321710 -14.455522 -14.606156 -14.761595 -14.914113 -15.061285 -15.204467 -15.346029 -15.487594 -15.629818 -15.772795
-13.707586 -13.858730 -14.012721 -14.163527 -14.309717 -14.452747 -14.594577 -14.736438 -14.878845 -15.021908 -15.165542 -15.309605 -15.453962 -15.598511 -15.743179
-13.795385 -13.860926 -13.968360 -14.104539 -14.255446 -14.409693 -14.560787 -14.707140 -14.850178 -14.991942 -15.133759 -15.276155 -15.419206 -15.562819 -15.706857
-13.679087 -13.797319 -13.941423 -14.097482 -14.253821 -14.404467 -14.549302 -14.691019 -14.832103 -14.973782 -15.116342 -15.259665 -15.403539 -15.547781 -15.692258
-13.720235 -13.876595 -14.027883 -14.173398 -14.315521 -14.456732 -14.598360 -14.740792 -14.883977 -15.027739 -15.171901 -15.316325 -15.460915 -15.605608 -15.750365
-13.836844 -13.913157 -14.027827 -14.167323 -14.318552 -14.471779 -14.621762 -14.767460 -14.910342 -15.052226 -15.194212 -15.336736 -15.479877 -15.623558 -15.767645
-13.783713 -13.891921 -14.029243 -14.181409 -14.336636 -14.488169 -14.634487 -14.777301 -14.918868 -15.060571 -15.202924 -15.345986 -15.489636 -15.633715 -15.778083
-13.851522 -13.890528 -13.984733 -14.117563 -14.270614 -14.428569 -14.582305 -14.729520 -14.872301 -15.013502 -15.154864 -15.296989 -15.439903 -15.583450 -15.727455
-13.710108 -13.838436 -13.987185 -14.143090 -14.296940 -14.445234 -14.588935 -14.730545 -14.871958 -15.014000 -15.156822 -15.300308 -15.444277 -15.588575 -15.733085
-13.676051 -13.824259 -13.980669 -14.135093 -14.283728 -14.427576 -14.569223 -14.710610 -14.852588 -14.995327 -15.138722 -15.282612 -15.426847 -15.571312 -15.715926
-13.763933 -13.823835 -13.932847 -14.074186 -14.230269 -14.387581 -14.539302 -14.684840 -14.826840 -14.967942 -15.109499 -15.251877 -15.395014 -15.538736 -15.682869
-13.667948 -13.816659 -13.973405 -14.128044 -14.276699 -14.420422 -14.561922 -14.703220 -14.845181 -14.987953 -15.131404 -15.275349 -15.419630 -15.564128 -15.708763
-13.738171 -13.853774 -13.996676 -14.152466 -14.309073 -14.460110 -14.605209 -14.747032 -14.888119 -15.029751 -15.172252 -15.315519 -15.459349 -15.603558 -15.748013
-13.830800 -13.867117 -13.956318 -14.084685 -14.235545 -14.393495 -14.548295 -14.696527 -14.839788 -14.981035 -15.122266 -15.264250 -15.407066 -15.550557 -15.694531
-13.705818 -13.857776 -14.012603 -14.163632 -14.309618 -14.452350 -14.593967 -14.735755 -14.878183 -15.021279 -15.164925 -15.308978 -15.453318 -15.597848 -15.742503
-13.718149 -13.874290 -14.027547 -14.175154 -14.318468 -14.459990 -14.601462 -14.743594 -14.886490 -15.030021 -15.174017 -15.318329 -15.462847 -15.607495 -15.752224
-13.722426 -13.868155 -14.010531 -14.151893 -14.293581 -14.436028 -14.579210 -14.722961 -14.867110 -15.011523 -15.156104 -15.300792 -15.445545 -15.590338 -15.735157
-13.629488 -13.753592 -13.899438 -14.053645 -14.207164 -14.356012 -14.500425 -14.642523 -14.784136 -14.926162 -15.068862 -15.212206 -15.356057 -15.500270 -15.644724
-13.671553 -13.820985 -13.965171 -14.106794 -14.248035 -14.389886 -14.532554 -14.675928 -14.819823 -14.964073 -15.108552 -15.253176 -15.397891 -15.542661 -15.687465
-13.670287 -13.813637 -13.964296 -14.114870 -14.262309 -14.406715 -14.549458 -14.691741 -14.834183 -14.977032 -15.120360 -15.264135 -15.408269 -15.552663 -15.697232
-13.778497 -13.876284 -14.006209 -14.155188 -14.310636 -14.463872 -14.611749 -14.755316 -14.896968 -15.038474 -15.180600 -15.323482 -15.467003 -15.610994 -15.755304
-13.655451 -13.789470 -13.945562 -14.106233 -14.261300 -14.408504 -14.550677 -14.691328 -14.832396 -14.974428 -15.117355 -15.260954 -15.405015 -15.549375 -15.693926
-13.636750 -13.776507 -13.926327 -14.077727 -14.226395 -14.371618 -14.514592 -14.656761 -14.799019 -14.941723 -15.084951 -15.228653 -15.372734 -15.517089 -15.661631
-13.905054 -13.917715 -13.989378 -14.106457 -14.251546 -14.407963 -14.563814 -14.713873 -14.858475 -15.000276 -15.141533 -15.283318 -15.425884 -15.569149 -15.712947
-13.718447 -13.863693 -14.006042 -14.147584 -14.289446 -14.431977 -14.575171 -14.718904 -14.863030 -15.007425 -15.151996 -15.296677 -15.441426 -15.586217 -15.731034
-13.700966 -13.842840 -13.985221 -14.128237 -14.271824 -14.415848 -14.560177 -14.704708 -14.849365 -14.994099 -15.138882 -15.283693 -15.428522 -15.573362 -15.718209
-13.722678 -13.871851 -14.027499 -14.180811 -14.328702 -14.472272 -14.613930 -14.755438 -14.897553 -15.040410 -15.183904 -15.327869 -15.472160 -15.616664 -15.761303
-13.810988 -13.858046 -13.950335 -14.077546 -14.226256 -14.382904 -14.537594 -14.686340 -14.830077 -14.971528 -15.112775 -15.254720 -15.397510 -15.540997 -15.684980
-13.682243 -13.831340 -13.985449 -14.137253 -14.284403 -14.427917 -14.569827 -14.711605 -14.853889 -14.996818 -15.140325 -15.284283 -15.428561 -15.573054 -15.717687
-13.757985 -13.907684 -14.052671 -14.194974 -14.336561 -14.478493 -14.621099 -14.764355 -14.908128 -15.052278 -15.196685 -15.341261 -15.485945 -15.630695 -15.775488
-13.753905 -13.867055 -14.010064 -14.166022 -14.322547 -14.473624 -14.618873 -14.760844 -14.902017 -15.043653 -15.186096 -15.329286 -15.473046 -15.617205 -15.761626
-13.876091 -13.914302 -13.999916 -14.121172 -14.264121 -14.416044 -14.568246 -14.716803 -14.861570 -15.004174 -15.146166 -15.288368 -15.431077 -15.574344 -15.718100
-13.739080 -13.862748 -14.011174 -14.169106 -14.325150 -14.474576 -14.618389 -14.759665 -14.900724 -15.042535 -15.185238 -15.328668 -15.472613 -15.616898 -15.761401
-13.734438 -13.875974 -14.018030 -14.160816 -14.304251 -14.448178 -14.592444 -14.736934 -14.881564 -15.026282 -15.171055 -15.315860 -15.460685 -15.605523 -15.750368
-13.709688 -13.800219 -13.924396 -14.069935 -14.224347 -14.378137 -14.527026 -14.671340 -14.813299 -14.954810 -15.096818 -15.239562 -15.382965 -15.526865 -15.671110
-13.705887 -13.856697 -14.010597 -14.161441 -14.307708 -14.450790 -14.592643 -14.734515 -14.876925 -15.019980 -15.163601 -15.307652 -15.451999 -15.596540 -15.741203
-13.672602 -13.829785 -13.981723 -14.127461 -14.269533 -14.410612 -14.552134 -14.694510 -14.837671 -14.981421 -15.125576 -15.269995 -15.414582 -15.559272 -15.704028
-13.747631 -13.835757 -13.964999 -14.117282 -14.276278 -14.431465 -14.579596 -14.722597 -14.863643 -15.004777 -15.146735 -15.289558 -15.433066 -15.577059 -15.721372
-13.648280 -13.798791 -13.946534 -14.091227 -14.234071 -14.376317 -14.518702 -14.661535 -14.804880 -14.948683 -15.092843 -15.237255 -15.381835 -15.526522 -15.671275
-13.816215 -13.894905 -14.012295 -14.153106 -14.303828 -14.455498 -14.604052 -14.749050 -14.891852 -15.033952 -15.176216 -15.318936 -15.462152 -15.605827 -15.749879
-13.700229 -13.847786 -13.990187 -14.130905 -14.271953 -14.413946 -14.556841 -14.700419 -14.844465 -14.988818 -15.133364 -15.278030 -15.422770 -15.567556 -15.712370
-13.700826 -13.843062 -13.984857 -14.127040 -14.269852 -14.413255 -14.557125 -14.701335 -14.845778 -14.990375 -15.135071 -15.279830 -15.424626 -15.569446 -15.714281
-13.609257 -13.764138 -13.918848 -14.068604 -14.213384 -14.355487 -14.496964 -14.638832 -14.781407 -14.924669 -15.068473 -15.212660 -15.357100 -15.501701 -15.646402
-13.656546 -13.809500 -13.966633 -14.119788 -14.266843 -14.409665 -14.550958 -14.692393 -14.834560 -14.977504 -15.121079 -15.265111 -15.409448 -15.553984 -15.698643
-13.761050 -13.909022 -14.066115 -14.221522 -14.370754 -14.514670 -14.656113 -14.797287 -14.939152 -15.081871 -15.225301 -15.369242 -15.513523 -15.658023 -15.802661
-13.835993 -13.896774 -14.003228 -14.140943 -14.294329 -14.450810 -14.603113 -14.749571 -14.892185 -15.033507 -15.175036 -15.317305 -15.460347 -15.604006 -15.748101
-13.753897 -13.898811 -14.049240 -14.198895 -14.345513 -14.489453 -14.632017 -14.774305 -14.916864 -15.059860 -15.203308 -15.347159 -15.491335 -15.635750 -15.780329
-13.683730 -13.831192 -13.975060 -14.117207 -14.259085 -14.401381 -14.544263 -14.687684 -14.831544 -14.975736 -15.120164 -15.264751 -15.409441 -15.554196 -15.698990
-13.722147 -13.875686 -14.030317 -14.180673 -14.326079 -14.468531 -14.610118 -14.751965 -14.894453 -15.037614 -15.181330 -15.325450 -15.469846 -15.614418 -15.759100
-13.682071 -13.818921 -13.969134 -14.122349 -14.272688 -14.418754 -14.561832 -14.703748 -14.845706 -14.988195 -15.131299 -15.274938 -15.418986 -15.563324 -15.707855
-13.783161 -13.933720 -14.080242 -14.223653 -14.365696 -14.507648 -14.650089 -14.793150 -14.936764 -15.080799 -15.225132 -15.369660 -15.514315 -15.659048 -15.803829
-13.714804 -13.865788 -14.021118 -14.173132 -14.319871 -14.462915 -14.604537 -14.746208 -14.888503 -15.031493 -15.175062 -15.319066 -15.463373 -15.607884 -15.752526
-13.691614 -13.849940 -14.001219 -14.145783 -14.287019 -14.427767 -14.569282 -14.711778 -14.855079 -14.998946 -15.143185 -15.287661 -15.432285 -15.576999 -15.721768
-13.743476 -13.832970 -13.961901 -14.113433 -14.271940 -14.427174 -14.575598 -14.718797 -14.859901 -15.001023 -15.142951 -15.285758 -15.429267 -15.573267 -15.717591
-13.600084 -13.743546 -13.896858 -14.050418 -14.199646 -14.344426 -14.486711 -14.628362 -14.770371 -14.913043 -15.056355 -15.200177 -15.344365 -15.488800 -15.633396
-13.703107 -13.854818 -14.001210 -14.144032 -14.285584 -14.427275 -14.569618 -14.712659 -14.856283 -15.000336 -15.144684 -15.289224 -15.433886 -15.578624 -15.723409
-13.872456 -13.892258 -13.968184 -14.087587 -14.233786 -14.390539 -14.546295 -14.696097 -14.840468 -14.982151 -15.123391 -15.265206 -15.407814 -15.551121 -15.694958
-13.691712 -13.806733 -13.950190 -14.106700 -14.263700 -14.414818 -14.559845 -14.701572 -14.842594 -14.984196 -15.126682 -15.269943 -15.413770 -15.557979 -15.702434
-13.686055 -13.841078 -13.989701 -14.133193 -14.274480 -14.415666 -14.557607 -14.700409 -14.843906 -14.987894 -15.132208 -15.276728 -15.421379 -15.566109 -15.710889
-13.719093 -13.810247 -13.934990 -14.080262 -14.233642 -14.386332 -14.534639 -14.678909 -14.821081 -14.962818 -15.104962 -15.247750 -15.391139 -15.535003 -15.679213
-13.711337 -13.870395 -14.027098 -14.176777 -14.320540 -14.461695 -14.602663 -14.744400 -14.887041 -15.030429 -15.174348 -15.318620 -15.463116 -15.607752 -15.752474
-13.721862 -13.871135 -14.015230 -14.156831 -14.298084 -14.439955 -14.582641 -14.726033 -14.869944 -15.014205 -15.158693 -15.303324 -15.448042 -15.592814 -15.737620
-13.701469 -13.846472 -14.001265 -14.155728 -14.305178 -14.449749 -14.591723 -14.733146 -14.875052 -15.017713 -15.161061 -15.304928 -15.449155 -15.593618 -15.738232
-13.869537 -13.932345 -14.036670 -14.171001 -14.321945 -14.477386 -14.629661 -14.776586 -14.919647 -15.061193 -15.202788 -15.345055 -15.488062 -15.631676 -15.775730
-13.735020 -13.881554 -14.024733 -14.166557 -14.308382 -14.450772 -14.593815 -14.737419 -14.881445 -15.025769 -15.170291 -15.314941 -15.459670 -15.604450 -15.749259
-13.659392 -13.812981 -13.960700 -14.103979 -14.245428 -14.386846 -14.528951 -14.671837 -14.815367 -14.959365 -15.103679 -15.248198 -15.392847 -15.537577 -15.682356
-13.605587 -13.762590 -13.914505 -14.060320 -14.202456 -14.343561 -14.485085 -14.627454 -14.770610 -14.914361 -15.058519 -15.202942 -15.347531 -15.492224 -15.636981
-13.777950 -13.927398 -14.083832 -14.238031 -14.386438 -14.530083 -14.671610 -14.812959 -14.954955 -15.097747 -15.241216 -15.385180 -15.529476 -15.673986 -15.818630
-13.723286 -13.870520 -14.025815 -14.179797 -14.328546 -14.472648 -14.614474 -14.755936 -14.897928 -15.040671 -15.184086 -15.328005 -15.472270 -15.616761 -15.761393
-13.755773 -13.897380 -14.039859 -14.183102 -14.326909 -14.471101 -14.615544 -14.760145 -14.904845 -15.049606 -15.194404 -15.339226 -15.484061 -15.628905 -15.773754
