2.660411e-06 1.489151e-05 5.760063e-05 1.592657e-04 3.296111e-04 5.434634e-04 7.699954e-04 1.006466e-03 1.268010e-03 1.558097e-03 1.854763e-03 2.117414e-03 2.306898e-03 2.397324e-03 2.364513e-03 2.176378e-03 1.817949e-03 1.333678e-03 8.317563e-04 4.277822e-04 1.763891e-04 5.675660e-05 1.387324e-05 2.506234e-06 3.254015e-07 2.954486e-08 1.828674e-09 7.486017e-11 1.943057e-12 2.656451e-14
4.727486e-06 2.312795e-05 8.284895e-05 2.219237e-04 4.577505e-04 7.575041e-04 1.060964e-03 1.334010e-03 1.580774e-03 1.810481e-03 2.012689e-03 2.164212e-03 2.248544e-03 2.259915e-03 2.187333e-03 2.005607e-03 1.696415e-03 1.283529e-03 8.424193e-04 4.656663e-04 2.106757e-04 7.586944e-05 2.118028e-05 4.473605e-06 6.997533e-07 7.959277e-08 6.484338e-09 3.691672e-10 1.413801e-11 2.966532e-13
2.314761e-08 1.799860e-07 9.274573e-07 3.288796e-06 8.430358e-06 1.668695e-05 2.769540e-05 4.184146e-05 6.082668e-05 8.681313e-05 1.213422e-04 1.646033e-04 2.157639e-04 2.744587e-04 3.408616e-04 4.119588e-04 4.762571e-04 5.125151e-04 4.971195e-04 4.194666e-04 2.958432e-04 1.666288e-04 7.131207e-05 2.206372e-05 4.715664e-06 6.698894e-07 6.131286e-08 3.498878e-09 1.192231e-10 2.004386e-12
4.065275e-09 1.088634e-07 1.513329e-06 1.148278e-05 5.050379e-05 1.384351e-04 2.604335e-04 3.823984e-04 4.996851e-04 6.288714e-04 7.770698e-04 9.336478e-04 1.074208e-03 1.177574e-03 1.238722e-03 1.251282e-03 1.187161e-03 1.015175e-03 7.454077e-04 4.472624e-04 2.085222e-04 7.150888e-05 1.692616e-05 2.570951e-06 2.322827e-07 1.164290e-08 3.057312e-10 4.021342e-12 2.543855e-14 6.859203e-17
2.062077e-06 8.777525e-06 2.836540e-05 7.150535e-05 1.459481e-04 2.530556e-04 3.930920e-04 5.723971e-04 8.010839e-04 1.082444e-03 1.404593e-03 1.740885e-03 2.054127e-03 2.293965e-03 2.391897e-03 2.278364e-03 1.931461e-03 1.419526e-03 8.828780e-04 4.546722e-04 1.900626e-04 6.330080e-05 1.650205e-05 3.310892e-06 5.031917e-07 5.709085e-08 4.772766e-09 2.867223e-10 1.190102e-11 2.757342e-13
8.400699e-07 5.253776e-06 2.244612e-05 6.747023e-05 1.485145e-04 2.532961e-04 3.604350e-04 4.627111e-04 5.674168e-04 6.801475e-04 7.958185e-04 9.010007e-04 9.830234e-04 1.036630e-03 1.058048e-03 1.033704e-03 9.426637e-04 7.765187e-04 5.583361e-04 3.388062e-04 1.677431e-04 6.541838e-05 1.936835e-05 4.193913e-06 6.410644e-07 6.703207e-08 4.669593e-09 2.104528e-10 5.893653e-12 8.527186e-14
3.483177e-08 3.531026e-07 2.260562e-06 9.474080e-06 2.719082e-05 5.678580e-05 9.370853e-05 1.344357e-04 1.813516e-04 2.388436e-04 3.083039e-04 3.859897e-04 4.640133e-04 5.348774e-04 5.937058e-04 6.326192e-04 6.349594e-04 5.816287e-04 4.687104e-04 3.201876e-04 1.787447e-04 7.854362e-05 2.609352e-05 6.272173e-06 1.041939e-06 1.144375e-07 7.989058e-09 3.410141e-10 8.492032e-12 1.031680e-13
1.764419e-08 2.618402e-07 2.137675e-06 1.026014e-05 3.154832e-05 6.937522e-05 1.242182e-04 2.031443e-04 3.220528e-04 4.993853e-04 7.467153e-04 1.057086e-03 1.402242e-03 1.738401e-03 1.998091e-03 2.079300e-03 1.885869e-03 1.425006e-03 8.567804e-04 3.921981e-04 1.310569e-04 3.068017e-05 4.822282e-06 4.858414e-07 2.980362e-08 1.054722e-09 2.045228e-11 2.076242e-13 1.056032e-15 2.382518e-18
3.268157e-07 1.528669e-06 5.448006e-06 1.507248e-05 3.320841e-05 6.032819e-05 9.446140e-05 1.338697e-04 1.791072e-04 2.319050e-04 2.925799e-04 3.588715e-04 4.270547e-04 4.935567e-04 5.541731e-04 6.005459e-04 6.181285e-04 5.906204e-04 5.106169e-04 3.891761e-04 2.548600e-04 1.398237e-04 6.271128e-05 2.247052e-05 6.300482e-06 1.357652e-06 2.214266e-07 2.638598e-08 2.190342e-09 9.750812e-11
2.388434e-07 1.336416e-06 5.484158e-06 1.681828e-05 3.954342e-05 7.389100e-05 1.151886e-04 1.586745e-04 2.037940e-04 2.526111e-04 3.056047e-04 3.597072e-04 4.096259e-04 4.507421e-04 4.801337e-04 4.939051e-04 4.844512e-04 4.430695e-04 3.677860e-04 2.695901e-04 1.699442e-04 8.978766e-05 3.875100e-05 1.331462e-05 3.551449e-06 7.181679e-07 1.077855e-07 1.156976e-08 8.440737e-10 3.256127e-11
