# logn beta gamma alpha delta logL logPrior
-1.791656636344532316e+01 -1.109647824963522211e-02 1.932685976860131660e+00 8.384555420428787542e-01 1.494177239456917494e+00 -1.156575941179636935e+01 0.000000000000000000e+00
-1.732613813974009886e+01 4.941388611811435183e+00 2.217772386200161705e+00 2.600397545255860976e+00 1.101099962807950527e+00 -1.156575716758430694e+01 0.000000000000000000e+00
-1.435115797469189580e+01 3.422301045136866282e+00 4.330290472228665699e+00 -1.159114959388503063e-01 -1.481524672991700320e-01 -1.156575016498345221e+01 0.000000000000000000e+00
-1.515476636979061986e+01 1.073347470160128103e-01 4.869500641402818020e-01 1.133624101373365556e-01 1.549666046407967013e+00 -1.156574575106206915e+01 0.000000000000000000e+00
-1.228279694714199266e+01 4.921593754520483532e-01 3.889237431800016243e+00 -1.750177793679411620e-01 8.428234431314051145e-01 -1.156552029564516637e+01 0.000000000000000000e+00
-1.223056500964547588e+01 2.116913829149157600e+00 2.973326175329219279e+00 -2.011448829899769794e-02 9.355197950374477545e-01 -1.156533727235140674e+01 0.000000000000000000e+00
-1.280856655192381055e+01 4.293577347584087711e-01 2.491465388977030404e+00 -1.904053096014802327e+00 8.511287006533477806e-01 -1.156444677378078190e+01 0.000000000000000000e+00
-8.260924621897983045e+00 -1.235158178819444785e+00 3.309458378457667216e+00 1.479765500353750207e+00 -1.663392983841384121e-01 -1.156256925954276582e+01 0.000000000000000000e+00
-5.697840109944397824e+00 5.826565595878828496e+00 1.574666251882684609e+00 -2.679594925540837114e+00 -9.233186520293360511e-01 -1.154335888460143522e+01 0.000000000000000000e+00
-8.964004268775624951e+00 6.112739234174803471e+00 3.242305149359801852e+00 -7.389867152378142290e-01 -1.201387257468262137e-01 -1.153655938968525341e+01 0.000000000000000000e+00
-6.099188728619950872e+00 3.367352764131488208e+00 2.421506745381978742e+00 -2.149695321909633972e+00 -4.965454015576237223e-01 -1.153105243341707187e+01 0.000000000000000000e+00
-1.267252110979421964e+01 2.707636544220340280e+00 3.107963356139577193e+00 -2.662825379180836283e+00 1.305158444601936418e+00 -1.144993014879161564e+01 0.000000000000000000e+00
-8.364945728073472253e+00 1.186163249050312452e+00 2.434814553051019903e+00 -8.210643788662213005e-01 1.215714066635529722e+00 -1.140761212011842041e+01 0.000000000000000000e+00
-1.748382546335166765e+00 -7.689737729807202271e-01 2.552004029713105027e+00 -2.018725556962541745e+00 -7.838585606187480348e-01 -1.116428967308259246e+01 0.000000000000000000e+00
-2.948665758439064533e+00 4.847898113977114676e+00 2.438126341204105429e-01 -2.450817915405207881e+00 -3.245211662215519710e-01 -1.069866025936459231e+01 0.000000000000000000e+00
-7.858436976713213618e+00 6.004482781135616953e+00 2.004968085449811088e+00 -2.743850877776789904e-02 1.365668854365743146e+00 -1.040929142747652492e+01 0.000000000000000000e+00
-9.596462844655166080e+00 3.369385353839398967e+00 4.363686754986595417e+00 -2.044621974366309214e+00 1.384165424419924850e+00 -9.315893604851508414e+00 0.000000000000000000e+00
-3.607734957377644491e+00 4.043462363536684201e+00 7.262371187780696236e-01 1.863047938929247138e+00 3.936109113294302686e-01 -9.037648885401779353e+00 0.000000000000000000e+00
-3.088516098202144899e+00 1.810920688043257121e-01 1.877145038616103268e+00 2.155943906452861381e+00 1.293058850959684536e+00 -8.567075736532714814e+00 0.000000000000000000e+00
