# logn beta gamma alpha delta logL logPrior
-3.071063447315589556e+00 -7.762696358340027691e-01 2.731451849555241562e+00 -2.333392046305152068e+00 2.405262056877066623e-01 -9.923958590546643421e+00 0.000000000000000000e+00
-5.814612767928698744e+00 1.121331633648232406e+00 3.413768637646896198e-01 -1.917314074122472123e+00 1.582392728221354128e+00 -9.343387398695741197e+00 0.000000000000000000e+00
-1.526575684461850102e+00 6.666430902553496907e+00 3.602401015958049957e+00 -2.957560703191504548e+00 -8.872779704760056507e-01 -7.663814389569527208e+00 0.000000000000000000e+00
2.584956609331166888e+00 1.911833280713663097e+00 2.147409559340524687e+00 -2.987986599607913796e+00 -8.988542232843546032e-01 -6.370675483627378455e+00 0.000000000000000000e+00
-2.902364751526462339e+00 -1.795855357887121917e+00 3.805741202422543878e+00 -6.673856707783811792e-01 1.306910497021366302e+00 -6.206068854549106284e+00 0.000000000000000000e+00
-5.451011546249088013e+00 4.805366057675150238e+00 4.786334563119477359e+00 -1.391649278361918762e+00 9.990487709396796978e-01 -6.070960616837602686e+00 0.000000000000000000e+00
4.290531012881002582e-01 2.443557259586586650e+00 2.243301488149175515e+00 -2.868866334111404015e+00 -4.777981838276230131e-01 -5.962437854363918710e+00 0.000000000000000000e+00
-4.825509444229556522e+00 5.699948789338191268e+00 5.975573422604867346e-01 -1.243825806695484149e+00 1.216572621935773979e+00 -5.923404108960170333e+00 0.000000000000000000e+00
-2.954436758255085671e+00 6.360523862814248197e+00 2.784539647703904830e+00 -8.333270664167561348e-01 -4.918041160568527581e-01 -5.792956382532779891e+00 0.000000000000000000e+00
2.699346972625930041e-01 1.111141083064472124e+00 4.959071568697271282e+00 -1.012273914373466699e+00 -7.579172915528773480e-01 -5.790069661876883877e+00 0.000000000000000000e+00
-4.625121711893623200e+00 1.459759132348976696e+00 1.596602320907683614e+00 -1.581859832236768293e-01 1.733660369695449788e+00 -5.662955542788048469e+00 0.000000000000000000e+00
-9.146842829993020452e-01 3.036216746496446905e+00 4.576105551574977781e+00 -4.268813377274812693e-01 -1.005901550788707854e-01 -5.618787689502839022e+00 0.000000000000000000e+00
-4.007854375184400908e+00 3.642506562155777061e+00 3.929629351851409602e+00 -7.265058487316662372e-01 1.060987769406580128e+00 -5.586838113861825938e+00 0.000000000000000000e+00
2.444358529269839708e-01 5.217198467386617189e+00 4.086251289915380225e-01 -2.852863778592583888e+00 -4.032116081093181648e-01 -5.580334311207312048e+00 0.000000000000000000e+00
-4.894778702159785500e-01 -1.228906392260550096e+00 7.207768778228400564e-01 -3.183829220236871205e-01 -2.102160557422869114e-01 -5.529026148071647384e+00 0.000000000000000000e+00
-9.530505426632931432e-01 1.607759328210398297e-01 3.623451969286311858e+00 -7.388592846853388185e-02 -1.807983194983495967e-01 -5.506828925279076081e+00 0.000000000000000000e+00
-2.821727282310198426e+00 3.542325406863162662e+00 2.191512496453928538e+00 -2.280443790754493882e+00 -5.822323424950651832e-02 -5.271693410001843105e+00 0.000000000000000000e+00
-2.413827654662225264e+00 3.212981249348280777e+00 2.943721003327682606e+00 -1.592141096520651500e+00 2.783495949644101408e-01 -5.195171478713216828e+00 0.000000000000000000e+00
-3.341978056090956883e+00 -9.680930802344436259e-01 2.244754571407912014e+00 -2.058672056534756933e+00 7.521664058191482871e-01 -5.164627272796428414e+00 0.000000000000000000e+00
-4.710762032561763846e+00 6.560551360713130720e+00 4.268167408737658874e+00 -1.113675441035933744e+00 4.750715147536074823e-02 -5.135053913291987016e+00 0.000000000000000000e+00
-4.736379975231145956e+00 2.260325046844715136e+00 1.223959978414171701e+00 -7.098596535462322610e-01 1.773974825242741193e+00 -5.108937215473774884e+00 0.000000000000000000e+00
-1.405693295418272148e+00 1.596410721779546016e+00 4.618412222667529932e+00 -5.362426167050885484e-01 -1.514016087154338719e-01 -5.052320906579985227e+00 0.000000000000000000e+00
-5.480750952171956847e+00 -1.236211999046355814e+00 4.609422979255570318e+00 -1.453098834901901615e+00 1.304077174785640336e+00 -5.011684269663227553e+00 0.000000000000000000e+00
-2.080121743951264701e+00 -7.095282937375722021e-01 2.184783077370423765e+00 -1.379788461641171526e+00 2.202966207877089522e-01 -5.005859742759763087e+00 0.000000000000000000e+00
-1.874674623589211997e+00 5.950410343965376825e+00 4.637086527684307846e+00 -2.511613262133488345e+00 -4.415610405352993206e-01 -5.003859348869660550e+00 0.000000000000000000e+00
-5.862344041199606615e+00 -1.303443596552974926e+00 3.324918241665724583e+00 -1.188251283727916441e+00 1.605897441146071358e+00 -4.947190320686907228e+00 0.000000000000000000e+00
-3.692050384142686603e+00 3.194061714246618333e+00 3.413221549259171983e+00 -2.480276982933271590e+00 4.062140964295395396e-01 -4.935085298535188514e+00 0.000000000000000000e+00
-2.246652626655836205e+00 2.812805080147877224e+00 2.149377183356190324e-01 -1.077774945766713927e-01 1.420767398408970372e+00 -4.889791604056536123e+00 0.000000000000000000e+00
-8.029128439191229205e+00 1.627047900704592376e+00 3.473534745348727970e+00 -2.510199115830584748e+00 1.316016610244504781e+00 -4.880700557359225478e+00 0.000000000000000000e+00
-1.112901510274205030e+01 5.010499756603389976e+00 3.168473609005934222e+00 -2.453174757690192109e+00 1.711337303537466381e+00 -4.869375028557395346e+00 0.000000000000000000e+00
-2.869831442483397943e+00 -1.469329682157578976e+00 2.664404722974607953e+00 -3.323850701863652612e-01 9.397089372714758637e-01 -4.833048036548613702e+00 0.000000000000000000e+00
-2.423499880565916698e+00 2.460061630109068531e+00 3.870598983650917368e+00 -4.980290086243632786e-02 2.850163698351119157e-01 -4.784952496675474620e+00 0.000000000000000000e+00
1.139879393210226244e+00 -3.035657502942658570e-01 1.516231120395519882e+00 -1.275139762980527003e+00 -4.754015809916007917e-01 -4.761130344306028661e+00 0.000000000000000000e+00
-4.466905134328966298e+00 3.652302120928580642e+00 1.954999067352155784e+00 -2.773528435313215468e+00 5.126557560279869641e-01 -4.756108341813983564e+00 0.000000000000000000e+00
-4.930058301530905851e+00 -3.847125549130908650e-01 4.745419222461006115e+00 -2.589916648831977142e+00 6.631859549302582257e-01 -4.736027641293738100e+00 0.000000000000000000e+00
-4.481511644168519659e+00 6.605833115735133987e+00 4.096353286145349770e+00 -8.164049959740675710e-01 4.536800085504652524e-03 -4.724919672867235576e+00 0.000000000000000000e+00
-3.757975892717278388e+00 5.493776175219782232e+00 2.286963247526684118e+00 -9.967994421915425673e-02 2.534646424306395418e-01 -4.715142588133814705e+00 0.000000000000000000e+00
2.308020575346398928e+00 1.215204832084989750e+00 4.151077374900826733e+00 -1.910552875036487963e+00 -9.221517337248927859e-01 -4.695034094444478612e+00 0.000000000000000000e+00
-5.530519089594278626e+00 5.567251057400305569e+00 2.637845139479312540e+00 -6.992541747278870901e-01 1.300014035720940653e+00 -4.685670060736939924e+00 0.000000000000000000e+00
-1.259998207208843146e+00 5.208519500102743116e+00 2.605786101435099145e+00 -9.667306808677312846e-01 -3.986090880749154075e-01 -4.683600885876712638e+00 0.000000000000000000e+00
-3.163060488536459935e+00 5.134204357971488442e+00 6.436790459355952176e-01 -3.531377719438013596e-01 5.436298499591077915e-01 -4.683582163428353873e+00 0.000000000000000000e+00
-2.683415768176762306e+00 -1.216665949811293723e+00 4.519141666552846992e+00 -2.966230476646227743e+00 1.068041137603965574e-01 -4.629316514988158993e+00 0.000000000000000000e+00
-5.558487987454840962e+00 1.415990200650669273e+00 2.615544650953591344e+00 -1.294736561322396229e+00 1.632784774379272497e+00 -4.528908901806887322e+00 0.000000000000000000e+00
-4.748359948011366960e+00 1.832103453060283771e+00 2.948200895735214377e+00 -1.473785660789151741e+00 8.660909568084746990e-01 -4.497356908829806876e+00 0.000000000000000000e+00
1.651513814958218251e+00 2.684485992089648221e+00 1.113559314873493244e+00 -2.522504231817082498e+00 -9.918910508011068439e-01 -4.454301051331593264e+00 0.000000000000000000e+00
9.585676680082131362e-01 3.752762997363119357e+00 4.838572581922875315e-01 -1.060002353748441539e-01 -6.926967385190836435e-01 -4.446304395045734381e+00 0.000000000000000000e+00
2.306676843526569876e+00 -5.950048734041695209e-01 1.347264491733415337e+00 -1.064574383750727771e+00 -8.866573871886807012e-01 -4.440790345714456855e+00 0.000000000000000000e+00
-5.328629833501181245e+00 1.318637743946992735e+00 2.992103508743838791e+00 -8.279135554942875785e-01 1.481474698812443425e+00 -4.428660539855153289e+00 0.000000000000000000e+00
-1.618816890929299479e+00 -1.242124989619210584e+00 1.408133116610041924e+00 -1.835116896596663411e-02 4.283182804438707136e-01 -4.425016443579538716e+00 0.000000000000000000e+00
-4.931747408139778521e+00 6.010409432227877602e+00 3.600128947614026353e-01 -1.991352431202744411e+00 7.177925784675993626e-01 -4.401680201542128579e+00 0.000000000000000000e+00
-8.285765791334606334e+00 6.579451078672415854e+00 1.512826254362892531e+00 -1.602950214054579936e+00 1.284644106448787904e+00 -4.355387614963223797e+00 0.000000000000000000e+00
-1.162522751941840227e+01 6.223375433464100048e+00 3.377275276699013506e+00 -2.985542752864458471e+00 1.619621331741112780e+00 -4.354923245767917450e+00 0.000000000000000000e+00
2.854463735040482231e+00 3.889169946350529372e+00 3.045187050421340191e-01 -2.225316499860517716e+00 -9.429018050961240904e-01 -4.341050546217266159e+00 0.000000000000000000e+00
-8.111420901982347331e+00 1.948468207866535851e+00 2.362454586159251857e+00 -2.806947524121805149e+00 1.447209513052864605e+00 -4.340565728993223793e+00 0.000000000000000000e+00
-7.445432140003654276e+00 -2.908720254233335689e-01 1.062218576818926064e+00 -1.597107393017395349e+00 1.843681481329610961e+00 -4.331661393991921294e+00 0.000000000000000000e+00
-6.833058409761825658e+00 4.322207210785396825e+00 4.833111533227658185e+00 -6.555246514181736206e-01 1.644145034245382941e+00 -4.317973102803972729e+00 0.000000000000000000e+00
-5.956015057958716774e-01 -6.054838154216173329e-01 3.790200326437574763e+00 -1.879877921644968808e+00 -2.977978899066682783e-01 -4.315803577239277544e+00 0.000000000000000000e+00
-9.813161618646595308e-01 3.935580207533978303e+00 7.384246914942824702e-01 -1.892298705699365646e+00 -7.579085328459492232e-02 -4.315428714550643363e+00 0.000000000000000000e+00
-4.805409709461900825e+00 4.472699529653236361e+00 4.186346360844787284e+00 -2.097832165708718999e-01 9.810835499979895236e-01 -4.278875247116896929e+00 0.000000000000000000e+00
-4.009079539968320560e+00 7.022039683176699576e-01 4.192338188291709677e+00 -1.549046466367615782e+00 6.959065637651822289e-01 -4.260420790757343923e+00 0.000000000000000000e+00
-3.695363547609076260e+00 4.011289642588710791e+00 1.609826322806503285e+00 -2.157188062462076505e+00 4.598135230939462970e-01 -4.250023727464021128e+00 0.000000000000000000e+00
-5.817121876629391508e+00 2.670356493220307215e+00 1.831716677143800487e+00 -2.145944191148659641e+00 8.729461531506184091e-01 -4.241495811857042497e+00 0.000000000000000000e+00
-3.465931481544799908e+00 -1.572160612169341887e+00 4.479255788011470507e+00 -1.203562048476828128e+00 1.146920933279128363e+00 -4.198533054304340872e+00 0.000000000000000000e+00
-2.577690036077951330e+00 5.833457494933289134e+00 1.226132508469590210e+00 -1.896321431980050320e-01 -2.194690438998982973e-01 -4.167525130144602130e+00 0.000000000000000000e+00
-7.167972763521436974e+00 1.884653610456809014e+00 7.687315444365943051e-01 -2.671469509755949545e+00 1.136004565385615228e+00 -4.150968924752834077e+00 0.000000000000000000e+00
3.268500201124240334e-01 2.695544861217455956e+00 3.244819645161011401e+00 -9.140031707515586801e-01 -5.537275383590257727e-01 -4.111297717567357957e+00 0.000000000000000000e+00
-3.914764213062773557e+00 9.962216649625819098e-01 3.336349256915138728e+00 -2.151128096223793307e+00 4.753681292732041541e-01 -4.103422733719093607e+00 0.000000000000000000e+00
1.669972236065015991e-01 5.964285978276167022e-01 1.090788038709115337e+00 -7.636511802828543916e-01 -5.745021540127397408e-01 -4.086838033359518008e+00 0.000000000000000000e+00
-1.668898694979069397e+00 -4.833580235826373528e-01 4.508523165867426741e+00 -3.132563682724328058e-01 2.768785066240184167e-01 -4.085245469266289398e+00 0.000000000000000000e+00
-8.824825731071094026e+00 3.709136728330577171e+00 4.242561207349182517e+00 -2.426963670820522889e+00 1.581522838610747161e+00 -4.078932772472456669e+00 0.000000000000000000e+00
-9.448252129366238039e-01 2.595974258892144171e+00 2.460355792942109154e+00 -2.845954324192117468e+00 -2.155793325590561471e-01 -4.063693836849410879e+00 0.000000000000000000e+00
3.713206028450567464e-01 -1.126828023083547015e+00 2.878818678079126947e+00 -3.745778264087201714e-01 -6.573430860062426939e-01 -4.056447118919551009e+00 0.000000000000000000e+00
-3.865718330294419136e+00 8.189514466990548414e-01 7.340081268763178901e-01 -2.355872662021012420e+00 7.525908866300928812e-01 -4.055366423998212788e+00 0.000000000000000000e+00
-7.626989361478930363e+00 4.086423376615671899e+00 2.826264594839911215e+00 -1.315636301150414855e+00 1.927215788213331393e+00 -4.053882241893020044e+00 0.000000000000000000e+00
-5.320119570619203930e-01 -6.757881656170586782e-01 9.382955592366054587e-01 -2.709354634136770468e+00 -3.175464983124790530e-01 -4.050638728555353119e+00 0.000000000000000000e+00
-3.767316708032085959e+00 -1.979990061309166549e+00 1.640712895739477428e+00 -1.140774222346575772e+00 1.322791125690393699e+00 -4.049783238800662488e+00 0.000000000000000000e+00
-2.200506600702665239e+00 1.042980143590780617e+00 1.949077813431275619e+00 -9.919568890404409922e-01 2.581109863985764363e-01 -4.040447344703337329e+00 0.000000000000000000e+00
-5.720609953158652061e+00 5.135913692202961123e+00 2.823762541801853043e+00 -1.792446794675470745e+00 8.774064362790943150e-01 -4.026849765636283607e+00 0.000000000000000000e+00
-7.583286087386030161e+00 2.196510181699230291e+00 3.594511414559339091e+00 -1.183633902999267740e+00 1.940187549403639133e+00 -4.026356004366227204e+00 0.000000000000000000e+00
-2.909727166828411704e+00 4.478739083559945655e+00 9.832299054001343297e-01 -2.885487818183302355e+00 -7.414496517973509504e-02 -4.025956728488669256e+00 0.000000000000000000e+00
