# logn beta gamma alpha delta logL logPrior
-2.329899952416198516e+00 -1.050140819269559378e+00 1.591443857604451395e+00 -6.893416286336592202e-01 4.256904650159214487e-01 -9.954774164317287344e+00 0.000000000000000000e+00
-1.809816697269206909e+00 5.123668100694979799e+00 4.827643124151309806e+00 -1.341722531758247960e+00 -2.033210338971406517e-01 -9.374101643861155964e+00 0.000000000000000000e+00
6.507085426002151562e-01 -8.120287927979920051e-01 1.288989978187699226e+00 -1.088368022418266801e+00 -2.165943242600009144e-01 -7.751381598415960639e+00 0.000000000000000000e+00
-3.470237159562821194e+00 -1.832310406874933184e+00 1.081306976136925169e+00 -3.538261324968585142e-01 1.879370131702360780e+00 -6.411263103964153665e+00 0.000000000000000000e+00
-7.233294767277040904e+00 2.323093867795793521e+00 8.863403245364380734e-01 -2.910275370061220279e+00 1.279495674518324577e+00 -6.195189699518929061e+00 0.000000000000000000e+00
-1.859291490733022467e+00 1.421369091112331950e-01 3.383541442617933104e+00 -1.839720989165372300e+00 1.362289792981863368e-04 -6.063802277722841971e+00 0.000000000000000000e+00
-7.388362244272379087e+00 1.529956911102700046e+00 4.805584053108726827e+00 -1.854092344268278403e+00 1.455830809537032255e+00 -5.964490626795040384e+00 0.000000000000000000e+00
-7.096833503806818655e+00 6.812431632607020227e+00 1.878885849931006158e+00 -2.110051359856896624e+00 6.196793984354136420e-01 -5.932068645479276370e+00 0.000000000000000000e+00
-7.513679434932435619e+00 5.623298932386569859e+00 5.982834308235078780e-01 -2.697017652054396919e+00 9.862516318682073013e-01 -5.823289487683095622e+00 0.000000000000000000e+00
-7.700916155316583911e-02 2.245676670550089238e+00 2.526599761855198967e+00 -2.417975610145613352e+00 -6.357435799312147751e-01 -5.821453063935098982e+00 0.000000000000000000e+00
-4.836225467804241562e-01 1.603919213753183026e+00 1.339135737966361317e+00 -2.873309960220088222e+00 -1.917169199854451556e-01 -5.689663668117005635e+00 0.000000000000000000e+00
-8.750324330334542822e+00 1.770494078398099802e+00 1.604246508080574340e+00 -2.319701822012955716e+00 1.911763260576720747e+00 -5.651756681567280616e+00 0.000000000000000000e+00
-9.929984687533615073e-01 4.599674513951698351e+00 3.888707049157729578e+00 -7.544780317264004887e-01 -4.163426511936180741e-01 -5.609856521977611976e+00 0.000000000000000000e+00
-2.996475193401056281e+00 3.451784437256539273e-01 3.079472644498849832e+00 -1.189196050172490304e+00 4.933820475812663586e-01 -5.601076258457067247e+00 0.000000000000000000e+00
-5.263058542530603567e+00 1.115504276397415673e+00 3.549044921353198823e-01 -1.281422652766667891e+00 1.360500322777442817e+00 -5.548367654618937550e+00 0.000000000000000000e+00
-4.063796836479147245e+00 6.769889398094718125e+00 1.468694723569431204e+00 -2.703631846710570219e-01 7.459799963076525486e-01 -5.523488665818475418e+00 0.000000000000000000e+00
-2.316405506511522994e+00 1.067526432106701062e+00 2.953036829291863175e+00 -2.755386563208608308e+00 2.208950869860450417e-01 -5.266342947663020801e+00 0.000000000000000000e+00
3.735239846062201052e-01 5.069188743735091762e+00 1.279830076933551553e+00 -2.672611281205604428e+00 -6.666199496367751776e-01 -5.206584813618571062e+00 0.000000000000000000e+00
-1.041278717695074540e+01 6.166347369561107072e+00 3.954731103774378642e+00 -2.387769596311029474e+00 1.650080845078456759e+00 -5.181014456777883304e+00 0.000000000000000000e+00
-5.346781591148012325e+00 1.356257408625870742e+00 1.933435420078693401e+00 -5.606958568123566744e-01 1.714412733302413949e+00 -5.144006549671082063e+00 0.000000000000000000e+00
-8.059854969940023039e+00 5.552988062179430528e+00 1.467174305436920179e+00 -1.146528236798969758e+00 1.688184714728644842e+00 -5.118784820925073475e+00 0.000000000000000000e+00
-1.209871975421487278e+00 2.941370165682586801e+00 2.813747958077305711e+00 -6.464026303805625595e-01 -4.179308307761345209e-01 -5.045205762636141955e+00 0.000000000000000000e+00
-8.166279826803005903e+00 3.604720500045194842e-01 3.520115576795429302e+00 -2.402095467602547441e+00 1.760419021254481464e+00 -5.004520852712659895e+00 0.000000000000000000e+00
1.969042803143957299e+00 4.269255845093249402e-01 2.547658883873947566e+00 -6.059122909085932207e-01 -9.340043063761718223e-01 -5.001684118377118793e+00 0.000000000000000000e+00
-2.160308400869488110e-01 -5.727419170426287787e-01 1.773846579469990470e+00 -1.975555105489448238e+00 -8.897623597984827271e-02 -4.997363316597313698e+00 0.000000000000000000e+00
-1.039272798383564300e+01 4.583962608578297626e+00 2.223912603894233619e+00 -2.402420872483983061e+00 1.660887838897290525e+00 -4.931018635137329298e+00 0.000000000000000000e+00
-3.626155248225768069e-01 -1.669715672181719235e+00 1.625001218752800680e+00 -2.648285002422881895e+00 -9.263825216312490674e-02 -4.920878898808185298e+00 0.000000000000000000e+00
-4.518699889407898240e+00 3.611290788504665894e+00 2.949722800942653489e+00 -2.851097579022692674e+00 4.727706792954788906e-01 -4.885233150591760776e+00 0.000000000000000000e+00
-5.801697919269483972e-01 6.086520737831236261e+00 1.554783368810533251e+00 -9.136519415091004515e-01 -7.191260798138691124e-01 -4.880800389720708843e+00 0.000000000000000000e+00
