# logn beta gamma alpha delta logL logPrior
-1.914017133586398689e+00 -9.384412004349220737e-01 3.240391847697554617e+00 -1.547208953144986854e+00 5.591586183676252597e-01 -9.640641734280501751e+00 0.000000000000000000e+00
1.552482437738132992e+00 3.445448814972420948e+00 4.170633893811834803e-01 -8.176331896826802836e-01 -6.608296777993193372e-01 -9.063890311923605836e+00 0.000000000000000000e+00
-9.534633847738787082e+00 4.157973546680115540e+00 3.949350245822099481e+00 -9.558354257516514796e-01 2.445084953423359853e+00 -7.569399362638829842e+00 0.000000000000000000e+00
-9.390129800615534705e+00 -1.938181904992203108e+00 2.525534420254665680e+00 -1.307974685832612671e+00 2.712900037524778263e+00 -6.647769006810134940e+00 0.000000000000000000e+00
-1.477652267796153573e+01 4.784028216650588305e+00 3.339161206480171895e+00 -2.150960807651971951e+00 2.852758022872650123e+00 -6.427935944427341397e+00 0.000000000000000000e+00
-3.006870104867891413e+00 5.427741746146211632e+00 4.344127577682478147e+00 -1.947358896010994433e+00 3.946710444491019487e-03 -6.278872528598075320e+00 0.000000000000000000e+00
-1.488728493129753971e+01 6.036156003549355553e+00 1.475842129760609467e+00 -2.644272305567473946e+00 2.439613644180977037e+00 -6.086385378637395149e+00 0.000000000000000000e+00
-6.115828866710788514e-01 2.969353457275428543e+00 2.056223663834723325e+00 -5.887389952676869154e-01 -6.596307273053370057e-01 -5.967904569835816631e+00 0.000000000000000000e+00
-9.061422728291358197e+00 3.286797924000876225e+00 2.309119268122533875e+00 -2.979244466151402371e+00 1.219631708624163924e+00 -5.878758613562771629e+00 0.000000000000000000e+00
-1.043422820544647323e+01 4.339858019703891401e+00 3.316738692651695075e+00 -2.959309658232063267e+00 1.378230904685854297e+00 -5.843640329553663193e+00 0.000000000000000000e+00
-4.834336794606912235e+00 2.620771382322510501e+00 3.736222177887899232e+00 -6.872521312193391463e-01 1.131716047931325297e+00 -5.747896238024808646e+00 0.000000000000000000e+00
-6.023019200605417289e-01 -1.699096175231936456e+00 3.212895531808793503e+00 -4.851741819214684948e-01 3.558003030382277387e-01 -5.707687138087563561e+00 0.000000000000000000e+00
-4.483959240316337080e+00 3.329097231696444226e+00 4.324571437674912033e+00 -1.733347057408513026e+00 4.583418731550555902e-01 -5.703916150352879910e+00 0.000000000000000000e+00
-1.089762619529104626e+01 4.960491690417041077e+00 2.583296398157169271e+00 -1.712630808831556051e+00 2.511658579540939851e+00 -5.565713020692509616e+00 0.000000000000000000e+00
-6.312063985569652758e+00 3.478027115183141227e+00 3.655261814541223675e+00 -5.842080245344074552e-01 2.214014319421211852e+00 -5.524411375512804590e+00 0.000000000000000000e+00
-5.450159460394247368e+00 -2.098224521829573641e-01 8.574503716223227379e-01 -2.320050248278624938e+00 1.208577870696470935e+00 -5.497195757675997996e+00 0.000000000000000000e+00
-1.843432527736935389e-01 5.347843519125067502e+00 1.260348885631510818e+00 -2.140452393071126114e+00 -5.660079329797880199e-01 -5.492671241275518312e+00 0.000000000000000000e+00
-7.121007009819936506e+00 -1.177122986856460773e+00 4.026218170165893895e+00 -1.582386967664913380e+00 1.731771697148233091e+00 -5.445284505630606731e+00 0.000000000000000000e+00
-8.886675289336869454e+00 6.096093314386898498e+00 3.007125502358051872e+00 -2.201354520345736532e+00 1.101978987311089009e+00 -5.429779310299373662e+00 0.000000000000000000e+00
-1.148702699337746047e+01 1.593254604537522212e+00 3.020311020545045633e+00 -2.901076116014084771e+00 2.167694178707854302e+00 -5.179929369835552855e+00 0.000000000000000000e+00
-8.919167071965684812e+00 3.692920752297916387e+00 1.638713361360844445e+00 -2.301641906585260244e+00 1.496229960600064857e+00 -5.123426078872031830e+00 0.000000000000000000e+00
-7.293408084479318099e-01 1.394490256165501041e+00 3.043513189957362197e+00 -3.337419690905340519e-01 1.526589801721963957e-01 -5.102290726763384576e+00 0.000000000000000000e+00
-4.759283314308946800e+00 3.339221488409902960e+00 1.691707312795505569e+00 -3.588450985615324607e-01 1.884599068636416019e+00 -5.074050117624064882e+00 0.000000000000000000e+00
-2.963230904071695981e+00 -1.125745092229353261e+00 3.450547387440984437e+00 -2.135465507377264149e+00 3.224539281040384453e-01 -5.033369474775655661e+00 0.000000000000000000e+00
-4.627961607568569669e+00 5.363730795495020409e+00 4.509155282118791908e-01 -5.009596106856148978e-01 1.287912960811132379e+00 -4.998573171158390949e+00 0.000000000000000000e+00
-3.182589209915258621e+00 5.199418713435776773e+00 6.715589255643739097e-01 -2.617685076774273423e+00 2.321875133029510305e-02 -4.988391019201059429e+00 0.000000000000000000e+00
-2.979825899472327566e-01 6.341745062350054418e+00 2.258617017491911239e-01 -7.215189915137985022e-01 -4.713779266014743730e-01 -4.956701654455025974e+00 0.000000000000000000e+00
-1.801359241573492920e+00 -1.915334779675068155e+00 2.624348438361456370e+00 -8.244627705752431979e-01 7.502471477511600817e-01 -4.948546268355974220e+00 0.000000000000000000e+00
-1.223477157824330952e+01 6.402690697055785307e+00 2.678520356521982393e+00 -2.826566672151930248e+00 1.590975524073507952e+00 -4.946160503590503410e+00 0.000000000000000000e+00
-5.524386709460324951e+00 6.053406073784691088e+00 3.345156061543894666e-01 -1.365328281666728483e+00 1.168086502645728553e+00 -4.888205896147336915e+00 0.000000000000000000e+00
-7.653120618212659210e+00 -1.860471589830971217e-01 2.240993921096500419e+00 -1.159077030965597110e+00 2.610576881472449262e+00 -4.876323743547747114e+00 0.000000000000000000e+00
