# logn beta gamma alpha delta logL logPrior
-1.816146717202875571e+00 -6.779830690651902358e-01 2.322423948875595556e+00 1.029492646821022594e+00 6.506115117908548573e-01 -9.085848655114514116e+00 0.000000000000000000e+00
-2.508769279940937125e+00 2.385296269193273311e+00 2.220548207947358410e+00 1.815157255259670865e+00 5.583132591493020769e-01 -8.361954090760473690e+00 0.000000000000000000e+00
-9.792931967159884010e+00 2.128678734477752688e+00 2.320597364588196321e+00 -1.668101906341622698e+00 2.666904531439362902e+00 -7.940095046762055020e+00 0.000000000000000000e+00
-6.006182180387180658e+00 6.133595073163436773e+00 4.919301002265624057e+00 1.109381672266645635e+00 2.785994774583913536e+00 -7.620213012256855656e+00 0.000000000000000000e+00
-6.093132039122045818e+00 2.825680817000110201e-01 8.267724880262495857e-01 -8.238423924616583571e-01 2.464458394846701594e+00 -7.129568821585229976e+00 0.000000000000000000e+00
-5.472645007039578680e+00 4.586875436951928897e+00 4.995158584332955343e+00 7.215733181023930021e-01 2.344558239988946191e+00 -6.797533300488256991e+00 0.000000000000000000e+00
-1.228184258479763180e+01 2.897221466181099547e+00 8.482348234136255494e-01 -2.346688623927065898e+00 2.449426108571777672e+00 -6.454195069657804318e+00 0.000000000000000000e+00
-2.740896663610880690e+00 2.605112720385984737e+00 4.947374076591423808e+00 6.839176043602741562e-01 5.855843568095693286e-01 -6.389063671682046142e+00 0.000000000000000000e+00
-1.513806831787089857e+00 1.925515489737691155e+00 3.536297192301223635e+00 1.639134965566520163e+00 2.888050305512439575e+00 -6.144959471021074648e+00 0.000000000000000000e+00
-5.648066741649410361e+00 -7.221137832537951606e-01 1.387705330775303558e+00 5.849590433073259543e-04 2.760170571261177486e+00 -6.043078536164253833e+00 0.000000000000000000e+00
-4.529717900125767471e+00 5.464488777097281869e+00 2.723865091506571190e+00 1.029481936501339234e+00 1.407642682913007537e+00 -5.985558556991809276e+00 0.000000000000000000e+00
-6.078927026678181411e-01 9.538235907231701338e-01 4.835396490477292808e+00 1.901865943517360824e+00 -1.938545748702519833e-01 -5.883785801321013587e+00 0.000000000000000000e+00
